epoch,loss,time,validation loss
0,0.9926550984382629,0.7717914581298828,0.995667576789856
1,0.9818658530712128,0.5543677806854248,0.990751713514328
2,0.9654254913330078,0.5547716617584229,0.9812882542610168
3,0.9422970712184906,0.5584821701049805,0.9658460021018982
4,0.9106426239013672,0.5595266819000244,0.9422539472579956
5,0.8661899268627167,0.5588638782501221,0.9069673120975494
6,0.8211042582988739,0.6172592639923096,0.8612005114555359
7,0.7986919581890106,0.559321403503418,0.8221958577632904
8,0.7937676310539246,0.558011531829834,0.7940950095653534
9,0.7634548246860504,0.5591702461242676,0.7690721154212952
10,0.7239958345890045,0.560356616973877,0.7412196695804596
11,0.686285525560379,0.5589253902435303,0.7100226581096649
12,0.6527645289897919,0.5571815967559814,0.6608489751815796
13,0.6055280566215515,0.5577869415283203,0.6174326241016388
14,0.5875750780105591,0.5588428974151611,0.5828790664672852
15,0.5634067952632904,0.5598912239074707,0.5572485029697418
16,0.5411332547664642,0.5592987537384033,0.539582759141922
17,0.5234182178974152,0.5599427223205566,0.5225515067577362
18,0.5006858259439468,0.5598070621490479,0.5017902255058289
19,0.47505471110343933,0.559438943862915,0.4803951680660248
20,0.45972245931625366,0.5596716403961182,0.4607132077217102
21,0.4395872801542282,0.5615830421447754,0.4420110881328583
22,0.42562510073184967,0.5628316402435303,0.42453286051750183
23,0.411824107170105,0.5636389255523682,0.40890008211135864
24,0.3911648839712143,0.5634827613830566,0.39507873356342316
25,0.3792554885149002,0.5697755813598633,0.3795263469219208
26,0.3648720532655716,0.5562858581542969,0.36574776470661163
27,0.3457458019256592,0.5569310188293457,0.3548748344182968
28,0.3283383697271347,0.5569338798522949,0.3459555506706238
29,0.31747594475746155,0.556659460067749,0.3382999897003174
30,0.3126050978899002,0.5570647716522217,0.3313903361558914
31,0.2967086434364319,0.5572793483734131,0.3257380872964859
32,0.28976620733737946,0.5558576583862305,0.32269254326820374
33,0.27980127930641174,0.5602328777313232,0.31883375346660614
34,0.2724752426147461,0.560718297958374,0.31442128121852875
35,0.26463155448436737,0.6181721687316895,0.3093801885843277
36,0.25223109126091003,0.5602462291717529,0.3048160672187805
37,0.24562712758779526,0.5605289936065674,0.3034333288669586
38,0.2454153597354889,0.561852216720581,0.3006521314382553
39,0.23403363674879074,0.5630993843078613,0.29836179316043854
40,0.23153921216726303,0.5609917640686035,0.29433371126651764
41,0.22125988453626633,0.559140682220459,0.29202350974082947
42,0.2194330245256424,0.5621724128723145,0.2899160236120224
43,0.2191469445824623,0.5605278015136719,0.28582265973091125
44,0.20846815407276154,0.5613739490509033,0.28381285071372986
45,0.20207509398460388,0.619558572769165,0.27926114201545715
46,0.1970592364668846,0.5627171993255615,0.280810222029686
47,0.18781163543462753,0.5608389377593994,0.27598248422145844
48,0.18237999081611633,0.5596721172332764,0.27593667805194855
49,0.17960334569215775,0.559711217880249,0.27275533974170685
50,0.1719810739159584,0.5592794418334961,0.2765539288520813
51,0.17322641611099243,0.5584249496459961,0.2748540937900543
52,0.16076386719942093,0.5620772838592529,0.27243882417678833
53,0.15727602690458298,0.5622406005859375,0.27385662496089935
54,0.15080667287111282,0.5594475269317627,0.2739448994398117
55,0.14608847349882126,0.5581605434417725,0.27754148840904236
56,0.14213654398918152,0.5591301918029785,0.26983097195625305
57,0.13369428366422653,0.5575113296508789,0.2734900116920471
58,0.13354890793561935,0.5577583312988281,0.2721916288137436
59,0.12316985428333282,0.5671117305755615,0.27925439178943634
60,0.13055847212672234,0.559258222579956,0.2785250395536423
61,0.11617927998304367,0.5597729682922363,0.2737649381160736
62,0.11477405205368996,0.5587725639343262,0.27392950654029846
63,0.11095412820577621,0.5597662925720215,0.270234078168869
64,0.10305991396307945,0.5613842010498047,0.27814173698425293
65,0.10581612959504128,0.5609281063079834,0.27937106788158417
66,0.09337901324033737,0.5610554218292236,0.2773550897836685
67,0.09821894764900208,0.5596175193786621,0.2773865610361099
68,0.0898263268172741,0.5600547790527344,0.27762314677238464
69,0.08669569343328476,0.5581023693084717,0.28163084387779236
70,0.08497418090701103,0.559342622756958,0.28407904505729675
71,0.07936443388462067,0.558856725692749,0.2804442495107651
72,0.07800975069403648,0.5602247714996338,0.28169383108615875
73,0.07050992548465729,0.5592854022979736,0.28537529706954956
74,0.07099109143018723,0.5597620010375977,0.2832123190164566
75,0.0655074380338192,0.6182126998901367,0.2866647243499756
76,0.06735745817422867,0.5598268508911133,0.28571368753910065
77,0.056137776002287865,0.5594568252563477,0.28728222846984863
78,0.0566331185400486,0.559006929397583,0.30283889174461365
79,0.06287071481347084,0.5598244667053223,0.29700732231140137
80,0.04819519817829132,0.5593554973602295,0.2920021116733551
81,0.050097666680812836,0.5616714954376221,0.30138929188251495
82,0.050748538225889206,0.5617265701293945,0.2947137951850891
83,0.042014479637145996,0.560443639755249,0.30099253356456757
84,0.044281844049692154,0.5612809658050537,0.3057275861501694
85,0.043178051710128784,0.5618500709533691,0.2976110577583313
86,0.038473160937428474,0.5607695579528809,0.2949283868074417
87,0.03305775485932827,0.5618481636047363,0.3082389682531357
88,0.03452334739267826,0.5615782737731934,0.309900239109993
89,0.032726751640439034,0.5620207786560059,0.30233579874038696
90,0.025243920274078846,0.5594902038574219,0.3017105460166931
91,0.02683092188090086,0.560981273651123,0.3050020784139633
92,0.025784227065742016,0.5629105567932129,0.30533267557621
93,0.02361069805920124,0.5648694038391113,0.3045092076063156
94,0.01971668377518654,0.6306788921356201,0.30385860800743103
95,0.01821630448102951,0.5606448650360107,0.30823753774166107
96,0.01702270656824112,0.5606534481048584,0.31129691004753113
97,0.01547579886391759,0.5605356693267822,0.3144611418247223
98,0.016392942517995834,0.5594282150268555,0.3124578595161438
99,0.012098904233425856,0.560114860534668,0.31096357107162476
100,0.0133114168420434,0.5614521503448486,0.31167127192020416
101,0.011037093587219715,0.5609872341156006,0.30953310430049896
102,0.010431322734802961,0.5582516193389893,0.31102845072746277
103,0.009449937380850315,0.555058479309082,0.31106729805469513
104,0.009593135211616755,0.6141114234924316,0.31147022545337677
105,0.007858054479584098,0.5575897693634033,0.3139580637216568
106,0.007137991487979889,0.559086799621582,0.3158028572797775
107,0.006420213496312499,0.5575284957885742,0.3182826489210129
108,0.005911731626838446,0.5601193904876709,0.3196317106485367
109,0.005205367226153612,0.5594446659088135,0.31990058720111847
110,0.003949791076593101,0.5589215755462646,0.3195853680372238
111,0.0034786920296028256,0.5602071285247803,0.3184092491865158
112,0.003789131995290518,0.5602271556854248,0.31847822666168213
113,0.0031569311395287514,0.5597889423370361,0.3192349821329117
114,0.0024039114359766245,0.5601344108581543,0.3194437474012375
115,0.0019804966868832707,0.5589377880096436,0.31876055896282196
116,0.0020387921249493957,0.5578956604003906,0.3187730014324188
117,0.0012485132610891014,0.5585815906524658,0.3197428435087204
118,0.0012470010260585696,0.5580549240112305,0.321307048201561
119,0.0010527598788030446,0.5584661960601807,0.32267314195632935
120,0.0010026440722867846,0.5585172176361084,0.32335543632507324
121,0.0006799386110287742,0.5539586544036865,0.32351209223270416
122,0.0005956590621281066,0.5594260692596436,0.32364749908447266
123,0.00056577252689749,0.5547046661376953,0.3237879127264023
124,0.0005861971585545689,0.5534217357635498,0.32403048872947693
125,0.00048772601803648286,0.5537245273590088,0.32443538308143616
126,0.00042839511297643185,0.5547358989715576,0.3247434198856354
127,0.0007657106616534293,0.5538015365600586,0.3248422294855118
128,0.0003769274571823189,0.5662312507629395,0.3250506818294525
129,0.0003285461948507873,0.5535917282104492,0.32527922093868256
130,0.0006019871216267347,0.556312084197998,0.32539790868759155
131,0.0002876496873795986,0.5586884021759033,0.3253740221261978
132,0.0002768625754470122,0.5566380023956299,0.32510189712047577
133,0.00028264031425351277,0.5569174289703369,0.32504071295261383
134,0.00023076154684531502,0.6160407066345215,0.32514435052871704
135,0.00036346662091091275,0.558417558670044,0.32547198235988617
136,0.0003071669489145279,0.5578253269195557,0.3257474899291992
137,0.00017279254279856104,0.5557570457458496,0.3260575234889984
